cashtag,sentiment score,text,source,spans,id
"$AAPL","0.142","stole my tweet. really wouldn't be surprised if we took out 423 and pinned around it RT @totalguru We could possibly even see425 today $AAPL","stocktwits","could possibly even see425","5426139"
"$F","-0.454","Putting on a little $F short, prevailing wisdom notwithstanding. http://stks.co/mnH","stocktwits","Putting on a little $F short","5540055"
"$GPRO","0.353","Equities recently tagged #undervalued by the ClosingBell community: $GBSN $AAPL $GPRO $AGN $AMZN https://t.co/KW5Vl5Pl0j","twitter","Equities recently tagged #undervalued","719540521576882200"
"$NFLX","0.403","$MSFT $NFLX higher than I expected, $AAPL much lower, hmmm. https://t.co/eAb5oLbgzZ","twitter","$NFLX higher than I expecte","719847471036375000"
"$AAPL","-0.164","RT @emrul $AAPL @ gud re short point.. if it doesn't move upward w/ conviction. // But it's approaching rumor hour! > what rumor. Myth hr.","stocktwits","short;$;doesn't move upward w/ conviction","8896901"
"$HLF","-0.419","Failed breakouts & failed setups.  Limping on crutches into next week with $AAPL, $RGR, $INVN, $MNST, $TSCO, $SBH, $MELI, $HLF.","stocktwits","Failed breakouts & failed setups;$;Limping on crutches into next week","7867073"
"$XLU","0.725","$XLU long April $44 calls http://stks.co/b1t04","stocktwits","long April $44 calls","33983714"
"$AAPL","-0.445","It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min","stocktwits","Sell signal hit at;$;it will go down for the next 5 min","7817758"
"$FIX","0.166","$FIX Reports Q3 EPS $0.14 vs $0.11 Est; Revenues $328.1M vs $328.18M Est","stocktwits","Revenues $328.1M vs $328.18M Est","5684290"
"$QQQ","0.361","@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY"" watch for a close near HOD. Currently up +3%"" up +5%","stocktwits","$QQQ ;$;watch for a close near HOD","29960476"
"$LNKD","-0.467","MY $LNKD short worked. Thank you $GMCR for the hint. $LNKD puts up 50%","stocktwits","short worked;$;puts up 50%","5819749"
"$GOOGL","0.408","Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3","twitter","Most bullish stocks on Twitter during this dip","719909604654624800"
"$NQ","0.377","$NQ This stock is just consolidating through accumulation. Day traders pegging that $16 range. Will be funny to see shorts get creamed.","stocktwits","This stock is just consolidating through accumulation;$;Will be funny to see shorts get creamed","19135590"
"$HZNP","0.333","$amrn put money in $hznp better option, because drug already make money, n more indication, potential up next qe","stocktwits","put money in $hznp better option, because drug already make money","8870370"
"$ARNA","-0.273","RT @woowtrading $ARNA checkout the chart. Be cautious here if u are late to the party.  http://stks.co/c0Il","stocktwits","Be cautious here if u are late to the party","8307465"
"$ENDP","0.469","$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action","twitter","now Long","709818213618442200"
"$AMZN","-0.509","Adding to the Puts in $AMZN mentioned earlier easier to play right now than $AAPL short term.","stocktwits","Adding to the Puts","10932475"
"$YHOO","0.200","Yahoo's getting lots of attention, but Verizon is still the bidder to beat. $YHOO $VZ https://t.co/JoGuozcZZ3 https://t.co/DgIDwPZbuu","twitter","Yahoo's getting lots of attention","719571725420269600"
"$COMPQ","-0.559","$RIMM $spx $nya $compq $djia all going down","stocktwits","all going down","11781180"
"$ACET","-0.485","@DynAXJobs Bullish Analysts Stock Tickr- Michael James Enterprises, Inc Monday sold $WBA $ACET $ZTS","twitter","Monday sold","719473167945732100"
"$MSFT","-0.490","Windows 10 is awful why did it force an upgrade on my pc without my consent? #windows #Microsoft $msft","twitter","Windows 10 is awful","719627739347755000"
"$NLSN","0.352","Breakout watch for TUES $ARR $ATU $CA $G $IPG $NLSN $SE","twitter","Breakout watch","719665168431456300"
"$PLUG","0.437","$PLUG Yelp! China is onboard. Looking good for Paris conference in December. http://stks.co/i20Z2","stocktwits","Looking good","34366754"
"$SU","0.285","$TLM $SU both reporting today $TLM should reward better on good earnings as it sold of .50 in last two days yet $SU rallied","stocktwits","should reward better on good earnings","7800016"
"$ALK","0.638","record number of passengers served in 2015 #airlines $JBLU $LUV $VA $UAL $DAL $SAVE $AAL $HA $ALK https://t.co/4Zk5B7oyom","twitter","record number of passengers served in 2015","719904304207962100"
"$GOOGL","-0.424","$GOOGL breaking 759, eyes on 755. If 755 breaks for more than a stop run/recover then next buy target is 737.5 on down to 732.","twitter","breaking 759, eyes on 755;$;next buy target is 737.5 on down to 732","710541213422776300"
"$JCP","-0.942","$JCP Worst stock of 2015.","stocktwits","Worst stock of 2015.","30800471"
"$DAL","0.638","record number of passengers served in 2015 #airlines $JBLU $LUV $VA $UAL $DAL $SAVE $AAL $HA $ALK https://t.co/4Zk5B7oyom","twitter","record number of passengers served in 2015","719904304207962100"
"$NFLX","0.230","Long $TQQQ at 104.15 with stop/loss below 1.5% of buying point.   #STUDY #QQQ $TSLA $NFLX $SPY $AAPL $FB $AMZN #GOOGL $MSFT","twitter","Long;$;buying point","719535349379285000"
"$SBH","-0.419","Failed breakouts & failed setups.  Limping on crutches into next week with $AAPL, $RGR, $INVN, $MNST, $TSCO, $SBH, $MELI, $HLF.","stocktwits","Failed breakouts & failed setups;$;Limping on crutches into next week","7867073"
"$AAPL","0.230","Long $TQQQ at 104.15 with stop/loss below 1.5% of buying point.   #STUDY #QQQ $TSLA $NFLX $SPY $AAPL $FB $AMZN #GOOGL $MSFT","twitter","Long;$;buying point","719535349379285000"
"$YOKU","0.298","Chinese ADR's are heading higher watchlist $YOKU $DANG $RENN","stocktwits","Chinese ADR's are heading higher","7820993"
"$BLUE","-0.389","Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE","twitter","Another Sell Rating","719530996681568300"
"$SPN","0.422","Institutions seem to like this class of stocks. Own 85-90% of shares in $HAL $SLB $NOV $BHI $SPN $FTI $DVR .","stocktwits","Institutions seem to like this class of stocks","12767826"
"$AAPL","-0.399","$AAPL Like the idea that people think it's safe from the market drops......NOT!!!...proven a few minutes ago....","stocktwits","people think it's safe from the market drops......NOT!!","13673151"
"$AAPL","-0.283","If the camera is protruding like that, $AAPL is losing to #samsung  #iphone7 #iphoneSE #samsunggalaxy https://t.co/IsddZcJcjM","twitter","$AAPL is losing","710117230718148600"
"$FB","-0.051","$FB bear flag on hr chart! get ready to buy tha DIP","twitter","bear flag on hr chart!;$;get ready to buy tha DIP","719596613874745300"
"$PLUG","-0.507","@pinoyplaya $PLUG But the Balance sheet value is penney stock!!!","stocktwits","Balance sheet value is penney stock","26491756"
"$APC","0.342","Watchlist Top Stocks $apc $gs $wm $stld $kre $ddr $xrt $mbly $cit $fast https://t.co/K9lPgzjEmO","twitter","Watchlist Top Stocks","719551394798268400"
"$TSLA","0.349","$TSLA upgraded to Buy @ Argus w/ $333 PT - you'd almost think after ~100pt run in 5 weeks this would be the sell signal","twitter","upgraded to Buy @ Argus","711874109286711300"
"$AAPL","-0.215","$AAPL weekly still under the 50 moving average and creating a lower high. https://t.co/vT7ppzY2UY","twitter","weekly still under the 50 moving average;$;creating a lower high","719607788364832800"
"$TSLA","0.274","@DividendMaster $TSLA Model X recall and stock still green. Is X a rocket?","twitter","tock still green","719572485251973100"
"$CWEI","-0.434","AH Bottom Losses: $JD -21.9% $MS -16.9% $DAL -15.0% $BABA -13.8% $CWEI -11.9% $WLDN -11.8% $CTRP -10.8% $OASM -8.1%","twitter","Bottom Losses","719699054645612500"
"$LF","0.380","Never told this before, but the situation is ""Buy the dip"": $KNDI, $OPTT, $OMER, $DNDN, $MBLX, $MSTX, $IFON, $IMUC, $LF, $TGA","stocktwits","Buy the dip'","22409313"
"$FB","0.341","It's like Christmas in May.. $FB","stocktwits","It's like Christmas in May","8063870"
"$FB","-0.270","I get how wealthy #zuckerberg & $FB are but how has #FB added any productivity like #Gates #Jobs #Ford #Ellison. FB's a glorified scrapbook","twitter","FB's a glorified scrapbook","719683753916899300"
"$SLV","-0.631","$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.","stocktwits","Going lower;$;Forget about it or go short","27018625"
"$MT","0.336","Morning Movers: Starbucks Slips on Downgrade; ArcelorMittal Gains https://t.co/rt3l3cSQCj @barronsonline $SBUX $MT $MRO $AVP $FAST","twitter","Slips on Downgrade","719872154641244200"
"$FIO","-0.497","that was quick, out $FIO 21.35, market tanking, scaling down longs now","stocktwits","market tanking;$;scaling down longs now","5359658"
"$ICLR","0.406","Looking for sales curious about $ENDP drop among a few other #oversold $BIOTECHS $CLDX $ANIK $PRXL $ICLR $SRPT $ACRX https://t.co/HLgcLZrvE0","twitter","#oversold","710594321481801700"
"$QIHU","0.453","@Vegastrader66 Looks like good entry for $QIHU here.","stocktwits","Looks like good entry for $QIHU here.","17919593"
"$IBB","0.188","$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv","twitter","91 now support","711956003999211500"
"$EWH","-0.059","Tensions grow between China and Japan over islands http://stks.co/g9cY from @MktplaceRadio  $EWJ $EWH","stocktwits","Tensions grow between China and Japan","9182739"
"$SA","0.273","In Play Longs: $AU $CHK $CANF $HTS $LEI $NXPI $SA $SNE $STX $TOL","twitter","In Play Longs","719517217247735800"
"$CTRP","-0.367","AH Bottom Losses: $JD -21.9% $MS -16.9% $DAL -15.0% $BABA -13.8% $CWEI -11.9% $WLDN -11.8% $CTRP -10.8% $OASM -8.1%","twitter","Bottom Losses","719699054645612500"
"$SPY","-0.443","@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?","stocktwits","chart shows distinctive down channel ;$;not a dip","13946775"
"$FB","-0.402","$FB churning in high volume @ IPO price. Lot's of sellers trying to get out. Might take a while here to consolidate before moving higher.","stocktwits","churning in high volume;$;Lot's of sellers trying to get out","14898527"
"$P","-0.393","$p if u think pandora is the game changer please check spotfy...","stocktwits","if u think pandora is the game changer please check spotfy...","17807004"
"$AMRN","0.117","$AMRN support at 12.50","stocktwits","support at 12.50","9655994"
"$STZ","0.408","Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3","twitter","Most bullish stocks on Twitter during this dip","719909604654624800"
"$MCP","0.000","$MCP and it's ok if you short or go long - everyone can win when a stock moves around -","stocktwits","it's ok if you short or go long;$;everyone can win when a stock moves around","14374679"
"$GOOGL","0.372","Pivotal sees 27% upside for Alphabet https://t.co/bM7QAdwsrp $GOOGL $ABX $YHOO","twitter","Pivotal sees 27% upside for Alphabet","719520383699824600"
"$TSLA","-0.319","You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC","twitter","recalls","719572927562297300"
"$CTRP","0.418","$CTRP  breaking out here on good vol and a parser buy signal  ..noticed this on bob langs comments looking for 48 fast","twitter","breaking out here on good vol and a parser buy signal","719559558494969900"
"$OASM","-0.340","AH Bottom Losses: $JD -21.9% $MS -16.9% $DAL -15.0% $BABA -13.8% $CWEI -11.9% $WLDN -11.8% $CTRP -10.8% $OASM -8.1%","twitter","Bottom Losses","719699054645612500"
"$FB","0.225","#FANG 2015 vs. YTD 2016 $FB +34% vs. +5.7% $AMZN +118% vs. -12.0% $NFLX +134% vs. -9.2% $GOOGL +47% vs. -2.4% S&P 500 -0.7% vs. +0.2%","twitter","$FB +34% vs. +5.7%","719508490616762400"
"$AAPL","-0.126","Free money $AAPL to 380, almost there. This is too easy, just sell the open every day","stocktwits","This is too easy, just sell the open every day","6132955"
"$JJSF","-0.102","no trades today...currently 167.1% net long...ended the day down 1.64% due to $CASY (-2.7%), $NKE (-2.5%), $SRCL (-1.6%) and $JJSF (-1.6%)","twitter","ended the day down","719627436447535100"
"$INVA","0.348","Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG https://t.co/PrWI3Pm5bm","twitter","Highest call to put ratio","719614954500857900"
"$JNUG","0.461","$JNUG $GDX $GDXJ $JNUG Intraday B/O on bull flag? http://stks.co/h1PLX","stocktwits","Intraday B/O on bull flag;$;$JNUG","30091485"
"$GOOG","0.264","Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG","stocktwits","Google, Inc. completes acquisition of ICOA","10698860"
"$TSLA","-0.287","$TSLA what a gift weekly 235s for under 6 so I can play the 4/30 announcement sell off. 220-200 target","stocktwits","I can play the 4/30 announcement sell off","35960005"
"$AMZN","0.059","$AMZN trades in mid to upper range. No break out yet, either direction","twitter","No break out yet, either direction","719884293732847600"
"$SGYP","0.053","$SGYP When this squeezes, the nakeds might just lose everything. I've played this game before and had my head handed to me. Go elsewhere.","stocktwits","Go elsewhere","38651699"
"$AMRN","0.357","$AMRN all they said was no decision . Patents look strong and com","stocktwits","Patents look strong and com","9456018"
"$FMCN","-0.483","@Dlerch LOL! $FMCN back under $17, darn those shorts! No chit Sherlock!","stocktwits","back under;$;darn those shorts","5934720"
"$CMG","0.332","Unusual Call Activity https://t.co/Cg7Yk4msrI $VXX $CLF $EEM $HYG $C $INTC $XOP $AA $VRX $GS $SBUX $JPM $MGM $USO $QQQ $BAC $CMG $CSCO $GOOG","twitter","Unusual Call Activity","710863854381563900"
"$CSCO","0.346","Cisco: Agree To Buy At 4%, Get 7% In Return https://t.co/XIVutEWBlh $CSCO","twitter","Agree To Buy","710541216698335200"
"$BDI","-0.482","$SPY $BDI The Baltic Dry Index has only been lower than this 8 days in 30 years...  http://stks.co/b1dmq","stocktwits","The Baltic Dry Index has only been lower than this 8 days in 30 years","32381426"
"$NFLX","0.258","$NFLX Had stalled @ 106.44 previously Looking to enter near $106.50","twitter","Had stalled @ 106.44 previously Looking to enter near $106.50","719942280258322400"
"$SPY","0.228","$SPY c'mon bulls buy DIPS!","stocktwits","c'mon bulls buy DIPS!","13895720"
"$EBAY","-0.517","@BusinessTechSA Buy Alert On The Bell Michael James Ent. No more buying $EBAY","twitter","No more buying","719607804538044400"
"$VOLC","0.720","$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK","stocktwits","THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING","13116484"
"$GILD","0.510","Also picked up $CALM target 57 and $GILD target 115. $GILD has great upside potential https://t.co/F3RpMho8WL","twitter","picked up $CALM target 57 and $GILD target 115;$; has great upside potential","709948124849115100"
"$VRX","-0.392","$TSLA SELL SELL SELL SHORT SELL THESE IDIOTS LEAVE EM HOLDING THE BAG GOING TO END UP LIKE $VRX WORTHLESS BLOATED POS","twitter","SELL SELL SELL SHORT SELL THESE IDIOTS LEAVE EM HOLDING THE BAG GOING TO END UP LIKE $VRX WORTHLESS BLOATED POS","719585827374895100"
"$YHOO","0.389","$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF","stocktwits","A breakout above $29.83 would constitute a technical entry for the short term trader","15715060"
"$QQQ","-0.416","red $AAPL dragging down $QQQ","twitter","red $AAPL dragging down $QQQ","719890047135281200"
"$GDX","0.750","$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -","stocktwits","strong move today for the Junior Gold Miners;$;keep an EYE out for a gap fill","30403288"
"$BIDU","0.452","China winners: $QIHU $CTRP $QUNR $BIDU $SFUN $VIPS","stocktwits","China winners","19639364"
"$AAPL","-0.335","@WeezyMiyagi: Cook is a supply chain expert. Do u think he would allow a $QCOM shortage to deter $AAPL?//Sorry Longs, Correction mode $$","stocktwits","Sorry Longs, Correction mode","7678713"
"$TSLA","-0.276","@markbspiegel And the Powerwall ""crazy off the hook"" revenues/profits are what? I should be hyping $TSLA here to $300 so I can short","twitter","so I can short","711188520115818500"
"$ANTH","0.436","$ANTH  back at 1.07 after hours more good news coming so i'll hold my thirty large and I will make you beg like a dog to buy them @ 1.50","stocktwits","more good news coming so i'll hold my thirty large","9564221"
"$PLUG","0.302","$PLUG Nice to see them turn the corner! You better Plugging believe it now!","stocktwits","Nice to see them turn the corner!","25735517"
"$YHOO","-0.504","Crazy how CEO Marissa Mayer would receive multiple millions of dollars for failing to turn $YHOO around. #fresheyes https://t.co/YqOKUTPH4Q","twitter","Crazy how CEO Marissa Mayer would receive multiple millions of dollars for failing to turn $YHOO around","719551384249634800"
"$MRK","0.387","Drugs and Biotech Getting Perky https://t.co/mODxkK063u via @barronsonline $IBB $MRK $GILD $AMGN $GSK","twitter","Drugs and Biotech Getting Perky","719630671220777000"
"$MNST","-0.419","Failed breakouts & failed setups.  Limping on crutches into next week with $AAPL, $RGR, $INVN, $MNST, $TSCO, $SBH, $MELI, $HLF.","stocktwits","Failed breakouts & failed setups;$;Limping on crutches into next week","7867073"
"$AAPL","0.406","Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.","stocktwits","I'm still bullish","5576283"
"$AAPL","0.160","$AAPL hit my short term target of the 100 SMA. https://t.co/DV0d6wVbx3  Expecting a retest (of the retest gap) and THEN.. even meeting?","twitter","hit my short term target of the 100 SMA","710511181027536900"
"$NSM","0.426","RT @ERob Next long I'm eyeing is $NSM over $27.00.../I'm going with you on this one - only 400 shares, though","stocktwits","Next long I'm eyeing is","9298895"
"$SPY","0.173","draghi to start soon $spy  (maybe a new buy program)","stocktwits","maybe a new buy program","26037247"
"$DVN","0.336","Unusual call buying: $RHT 14x average volume, $WY 13x, $MAR 9x, $UCO 9x, $WYN 9x, $DVN 6x, $HOT 6x, $XLP 6x","twitter","Unusual call buying","711907079296933900"
"$TROW","0.671","$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5","stocktwits","Ascending triangle gives a bullish bias to this chart;$;Breakout above 84 will be positive","24228488"
"$SPX","-0.241","$USO $UWTI $XLE $SPY $SPX $NUGT $AAPL  Iraq Boosts Oil Production to Record Before Talks to Cap Output https://t.co/764YCYOh8l via @business","twitter","Iraq Boosts Oil Production to Record","719493174167625700"
"$DANG","-0.317","Reasons for caution about Chinese stocks. $DANG $BIDU $JD $BABA https://t.co/lYumoGlzay","twitter","Reasons for caution about Chinese stocks","719680445550587900"
"$HRTX","-0.464","Short Setups Looking Nice....Really Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI https://t.co/G9DxoE5dzj","twitter","Short Setups Looking Nice....Really Nice","709779449663721500"
"$ANPPF","0.115","$LIFE hits a high of $3.61! +12.81% From Friday's $3.20 Buy Call! $FB $AAPL $GOOG $ANPPF $MINE https://t.co/mFuGFAEc2w","twitter","Buy Call!","719536774821867500"
"$AAPL","-0.433","@JackHoya: $AAPL who the hell would touch this right now?"" <the same who bought when Steve Jobs passed away or when Antennagate happened...","stocktwits","who the hell would touch this right now?","11041345"
"$FAST","-0.374","Fastenal misses by $0.01, misses on revenue $FAST #NYSE https://t.co/63JHQ7pwMN","twitter","misses by $0.01;$;misses on revenue","719877375102570500"
"$AAPL","0.241","@ByrneRWS $AAPL using $GOOGL for cloud","twitter","$AAPL using $GOOGL for cloud","710232349779300400"
"$AMZN","0.365","Pie In The Sky? https://t.co/BOTmT7TZyj $AAPL $ADBE $AKAM $AMZN $ATVI $CA $CHKP $CRM $CSCO $EMC $EQIX $FB $FFIV $GOOGL $HPE $HPQ $IBM","twitter","Pie In The Sky","719849703106551800"
"$MATW","0.471","Trade-Ideas: Matthews International Corporation (MATW) Is Today's Strong And Under The Radar Stock $MATW http://stks.co/j2RYE","stocktwits","Today's Strong And Under The Radar Stock","37516896"
"$AAPL","0.000","@RJR $AAPL I went long and short in the same acct! Good one lol","stocktwits","I went long and short in the same acct","8108130"
"$SGYP","0.623","Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg","stocktwits","Synergy Pharma Soars 67% Today On Positive Phase 3 Results","38428783"
"$ASHR","0.421","Unusual Call Activity https://t.co/WXu7JvqwBj $XLI $NXPI $WY $AMD $RF $MJN $WSM $AKS $GWPH $DG $MGM $SWKS $AAPL $ASHR $HTZ $ORCL $DDD $LVS","twitter","Unusual Call Activity","709777793798656000"
"$AMT","0.000","Another 3 week tight pattern here with a trigger of 61.03 $AMT http://chart.ly/xa4kxwu","stocktwits","tight pattern here","6307787"
"$TXN","0.498","Moved Upper Bollinger Band $RTN $SGMS $SHO $SMH $SWKS $TASR $TEL $TTWO $TXN $WPZ $XLNX http://stks.co/i1M5f","stocktwits","Moved Upper Bollinger Band","29695868"
"$AMZN","0.251","$amzn breaking","stocktwits","breaking","8412634"
"$TRIP","0.473","$TRIP 68 Calls BUYING Activity expiring on 18th Mar, Vol 714","twitter","68 Calls BUYING Activity","709398151283793900"
"$SINA","-0.344","@Sliver Watch $sina aft/pre mrkt. Could be some technical sellers..also shorts getting back in the game..we'll see","stocktwits","Could be some technical sellers;$;shorts getting back in the game","6495505"
"$C","0.332","Unusual Call Activity https://t.co/Cg7Yk4msrI $VXX $CLF $EEM $HYG $C $INTC $XOP $AA $VRX $GS $SBUX $JPM $MGM $USO $QQQ $BAC $CMG $CSCO $GOOG","twitter","Unusual Call Activity","710863854381563900"
"$TNA","-0.771","Buying $TZA calls / $TNA puts tomorrow","stocktwits","Buying;$;puts tomorrow","5350721"
"$SBUX","0.255","$SBUX downgrade by $DB good opportunity to BUY. If you own it, don't sell it just to buy it again. Taxable event! https://t.co/FvyfQ5e2Mg","twitter","good opportunity to BUY","719881403970818000"
"$CSX","0.000","Earnings season underway $AA slipping 3+% after their report. Today after the close $CSX a railroad stock and a few others report","twitter","Today after the close $CSX","719862035396169700"
"$CTRP","0.364","$CTRP breaking out https://t.co/Z2je3rTKch","twitter","breaking out","719530610193137700"
"$SPY","-0.051","$SPY seems a very strange market, the way Oil is controlling the markets, but seems the marketmakers and Gov't know it & are tooling it big","stocktwits","seems a very strange market;$;the way Oil is controlling the markets","32430292"
"$AAPL","-0.487","$AAPL Any suggestion what puts to buy as I see this going to 420","stocktwits","Any suggestion what puts to buy","15804408"
"$CYBX","-0.471","Anyone know what's up with this big sell off?  $CYBX","stocktwits","Anyone know what's up with this big sell off?","15526518"
"$ITF","0.456","3 Top Japan ETFs To Surge Higher In 2H $DFJ $ITF  $QJPN http://stks.co/h2fJv","stocktwits","3 Top Japan ETFs To Surge Higher In 2H","38895736"
"$FB","0.466","Closed Buy 1.0 Lots $XAGUSD 15.28 for +66.0 pips, total for today +66.0 pips $TSLA $FB $NFLX Visit https://t.co/NNheXzxwzq for more trades","twitter","Closed Buy","719593062406598700"
"$VVUS","-0.570","VIVUS $VVUS bear raid in effect. Stock down 12%","stocktwits","bear raid in effect","8701834"
"$GMCR","-0.201","$GMCR There is massive short squeeze opportunity here; similar what happened to $MF & Corzin; $GMCR puts hghst since '09 http://stks.co/vvD","stocktwits","There is massive short squeeze opportunity here","5662488"
"$AKS","0.420","09:01 AM     	$AKS 	DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition","stocktwits","teel Revenue Rises 36% on Auto Sector Demand","31795627"
"$CAT","0.463","The Best Stocks for 2012 | via @ReformedBroker http://stks.co/1e0H $ARCO $CAT $COF $MSFT $AA","stocktwits","The Best Stocks for 2012","6178538"
"$YHOO","0.196","$YHOO Board To Assess Alibaba-Softbank Proposal Further -WSJ, Sources","stocktwits","Board To Assess Alibaba-Softbank Proposal Further","6202274"
"$SDS","0.410","$SDS +1.46% 15.32, picking up some speed. May 16 calls now +35% .19: http://stks.co/3eiK, Next week $16 calls .11c: http://stks.co/3eiL","stocktwits","picking up some speed","7842859"
"$COWN","0.243","@OphirGottlieb: $COWN Stock is Ripping --> http://stks.co/p2PJf","stocktwits","Stock is Ripping","39047416"
"$ACAD","0.306","$IDRA I missed out big time on $ACAD at low 2's back in Nov. of 2012, I WILL not get punked out of this one, in from 3.61","stocktwits","in from 3.61","20249627"
"$WFM","0.417","I am excited and may take a visit. 365 by Whole Foods Market is slated to open doors on May 25 in the Silver Lake LA. $WFM","twitter","Whole Foods Market is slated to open doors on May 25","719584100227526700"
"$BBRY","0.561","$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6","stocktwits","both 1m/6m trends turn bullish today","33172382"
"$ARIA","0.212","$ARIA Still scratching my head on this one after reading all the analyst comments and CITI even reconfirmed it's ""Outperform"" $32.00 tag","stocktwits","CITI even reconfirmed it's 'Outperform","11025416"
"$XHB","0.156","Will homebuilders lead a sustained stock market rally? http://stks.co/zOb $XHB","stocktwits","Will homebuilders lead a sustained stock market rally?","5704419"
"$AMRN","0.681","$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,","stocktwits","Full bull call spread ranging","13560345"
"$JNK","0.146","$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high","stocktwits","Does not want to go down;$;risk appetite still high","6692038"
"$JD","0.479","3/4 Peter Smedley reiterates JD Sports Fashion BUY & ↑TP ahead of FY16 on Thurs 14 April ""forecast risk firmly on the upside"" $JD #Panmure","twitter","Peter Smedley reiterates JD Sports Fashion BUY","719781150554722300"
"$BHI","0.422","Institutions seem to like this class of stocks. Own 85-90% of shares in $HAL $SLB $NOV $BHI $SPN $FTI $DVR .","stocktwits","Institutions seem to like this class of stocks","12767826"
"$WYN","0.284","Commented on It's Time To Embrace Dividend Growth https://t.co/wc2qfP79TN $ABBV $CSCO $WYN","twitter","Time To Embrace Dividend Growth","719559500852662300"
"$TSLA","-0.251","Nobody wants an electric car, even a cheap on. $TSLA https://t.co/LoE5gsxhb1","twitter","Nobody wants an electric car","708898404181475300"
"$KNDI","0.602","$KNDI Break that HOD on volume, and we have a nice consolidation completed for another run.","stocktwits","reak that HOD on volume;$;we have a nice consolidation completed for another run","34060864"
"$AAPL","0.517","$AAPL Stock Climbs as Barron's Sees 40% Upside, Jim Cramer's Take  https://t.co/lKlD9mVKBQ","twitter","Stock Climbs as Barron's Sees 40% Upside","719549030892744700"
"$ARIA","0.475","@Trader_Mood @sheilaragu $aria I doubt you shorted it and stock is on its way to high 7s. Upgrades and more positive news expected.","stocktwits","tock is on its way to high;$;Upgrades and more positive news expected","29580219"
"$AAPL","0.000","RT EXPstocktrader: Do your homework on $AAPL co-founder new stock and get in on the ground floor of $FIO: http://stks.co/1gNe","stocktwits","","6206304"
"$JBLU","0.532","$JBLU JetBlue Short Squeeze Ready To Upside w Crossing Important Technical Level https://t.co/6rjzhN82jW $SAVE $DAL $AAL $VA $UAL $LUV $MGM","twitter","Short Squeeze Ready To Upside w Crossing Important Technical Level","708351849796083700"
"$NLSN","0.365","$NLSN launching a marketing cloud? How it even compete vs $ADBE? Doesn't this threaten $ADBE data partnership that still keeps it relevant?","twitter","$NLSN launching a marketing cloud","719900573856829400"
"$VRX","0.443","addding tsla ss , added small vrx long $TSLA $VRX","twitter","addding tsla ss , added small vrx long $TSLA $VRX","710857137585528800"
"$LIFE","0.422","$LIFE hits a high of $3.61! +12.81% From Friday's $3.20 Buy Call! $FB $AAPL $GOOG $ANPPF $MINE https://t.co/mFuGFAEc2w","twitter","Buy Call!","719536774821867500"
"$OIL","-0.420","With Oil Prices Down further, Oil Stocks Looking Less Cheap http://stks.co/a1RKF $AREX $CPE $CRZO $OIL $GST $NBL $OAS $OXY","stocktwits","With Oil Prices Down further, Oil Stocks Looking Less Cheap","30827588"
"$GTAT","0.111","$GTAT who's buying here and why?","stocktwits","who's buying here and why?","26733780"
